iso_code,country,year,co2,consumption_co2,co2_per_capita,consumption_co2_per_capita
ALB,Albania,2010,4.448,6.082,1.509,2.063
PAN,Panama,1996,4.447,4.045,1.59,1.446
SDN,Sudan,1970,4.447,,0.432,
NIC,Nicaragua,2009,4.445,5.545,0.774,0.965
,Reunion,2017,4.441,,5.069,
CHE,Switzerland,1897,4.441,,1.399,
URY,Uruguay,1993,4.439,5.649,1.397,1.778
IND,India,1890,4.437,,0.016,
SEN,Senegal,2002,4.437,6.786,0.432,0.66
ETH,Ethiopia,2002,4.432,5.899,0.063,0.084
URY,Uruguay,1957,4.432,,1.818,
CYP,Cyprus,1989,4.43,,5.898,
HUN,Hungary,1888,4.43,,0.678,
SDN,Sudan,1988,4.43,,0.235,
CUW,Curacao,2017,4.426,,27.324,
GEO,Georgia,1997,4.426,6.985,0.94,1.483
MMR,Myanmar,1989,4.425,,0.109,
,Reunion,2015,4.424,,5.124,
BGR,Bulgaria,1941,4.422,,0.658,
SEN,Senegal,2006,4.422,6.416,0.388,0.564
NIC,Nicaragua,2006,4.418,5.827,0.801,1.057
ZMB,Zambia,2013,4.416,8.491,0.296,0.569
MAR,Morocco,1964,4.415,,0.319,
ESP,Spain,1880,4.415,,0.262,
SLV,El Salvador,1996,4.414,6.055,0.776,1.064
EGY,Egypt,1947,4.413,,0.233,
DEU,Germany,1834,4.411,,0.151,
AGO,Angola,1975,4.409,,0.628,
BEL,Belgium,1834,4.408,,1.136,
MDA,Moldova,2003,4.404,,1.055,
NLD,Netherlands,1861,4.404,,1.317,
BEN,Benin,2012,4.403,7.4,0.452,0.761
ARM,Armenia,2006,4.402,5.339,1.488,1.805
,Reunion,2018,4.401,,4.987,
LTU,Lithuania,1941,4.4,,1.786,
KAZ,Kazakhstan,1899,4.398,,1.061,
SVK,Slovakia,1878,4.396,,1.667,
MNG,Mongolia,1976,4.39,,2.886,
BRN,Brunei,2001,4.389,3.034,12.909,8.921
BGR,Bulgaria,1944,4.389,,0.636,
CZE,Czechia,1869,4.389,,0.573,
URY,Uruguay,1959,4.388,,1.752,
ROU,Romania,1908,4.386,,0.379,
PRY,Paraguay,1998,4.384,5.732,0.858,1.122
PNG,Papua New Guinea,2005,4.382,,0.675,
NZL,New Zealand,1937,4.381,,2.764,
MMR,Myanmar,2019,36.047,,0.667,
DEU,Germany,1833,4.378,,0.151,
HUN,Hungary,1885,4.378,,0.681,
NIC,Nicaragua,2004,4.378,5.566,0.816,1.038
PRT,Portugal,1935,4.378,,0.608,
ARM,Armenia,2005,4.376,5.385,1.468,1.806
PRY,Paraguay,1999,4.376,5.861,0.839,1.124
GAB,Gabon,1994,4.375,,4.138,
NLD,Netherlands,1869,4.371,,1.223,
NIC,Nicaragua,2008,4.366,5.614,0.77,0.99
TWN,Taiwan,1935,4.364,,0.856,
ARM,Armenia,2009,4.363,5.844,1.511,2.023
,Reunion,2013,4.361,,5.128,
SYR,Syria,1964,4.361,,0.839,
AUS,Australia,1894,4.36,,1.316,
CUW,Curacao,1997,4.359,,31.238,
EGY,Egypt,1944,4.358,,0.249,
ITA,Italy,1879,4.356,,0.149,
EGY,Egypt,1945,4.355,,0.242,
ZMB,Zambia,1960,4.355,,1.418,
,Reunion,2014,4.354,,5.081,
COD,Democratic Republic of Congo,1989,4.352,,0.13,
ITA,Italy,1945,4.352,,0.096,
MDA,Moldova,1939,4.35,,2.074,
ALB,Albania,1971,4.349,,1.975,
PRK,North Korea,1934,4.349,,0.534,
,Reunion,2009,4.347,,5.278,
MUS,Mauritius,2016,4.346,5.351,3.444,4.24
LBN,Lebanon,1969,4.344,,1.93,
ALB,Albania,1974,4.342,,1.841,
SVN,Slovenia,1960,4.34,,2.735,
BOL,Bolivia,1982,4.338,,0.746,
DEU,Germany,1825,4.338,,0.164,
NAM,Namibia,2019,4.082,9.079,1.636,3.64
BLR,Belarus,1930,4.335,,0.67,
NIC,Nicaragua,2003,4.335,5.69,0.819,1.075
HUN,Hungary,1884,4.331,,0.678,
ISR,Israel,1954,4.325,,2.684,
KGZ,Kyrgyzstan,1951,4.323,,2.449,
PRT,Portugal,1930,4.323,,0.638,
GAB,Gabon,1988,4.321,,4.809,
IRN,Iran,1919,4.32,,0.45,
CUW,Curacao,1989,4.318,,29.293,
POL,Poland,1853,4.316,,0.32,
USA,United States,1835,4.316,,0.284,
LKA,Sri Lanka,1969,4.315,,0.353,
URY,Uruguay,1960,4.315,,1.7,
URY,Uruguay,1963,4.315,,1.637,
ARM,Armenia,1965,4.314,,1.951,
DNK,Denmark,1896,4.313,,1.758,
ZWE,Zimbabwe,1946,4.312,,1.707,
GEO,Georgia,1999,4.311,6.008,0.967,1.348
GHA,Ghana,1993,4.31,5.409,0.268,0.336
LTU,Lithuania,1946,4.31,,1.712,
CIV,Cote d'Ivoire,1991,4.309,5.553,0.348,0.449
PNG,Papua New Guinea,2006,4.305,,0.648,
BFA,Burkina Faso,2018,4.301,5.348,0.218,0.271
EST,Estonia,1941,4.301,,3.854,
ZWE,Zimbabwe,1953,4.299,,1.426,
GAB,Gabon,2020,4.298,,1.931,
MDA,Moldova,1938,4.297,,2.068,
RUS,Russia,1875,4.294,,0.083,
UKR,Ukraine,1888,4.294,,0.204,
BOL,Bolivia,1988,4.287,,0.652,
SDN,Sudan,1998,4.285,,0.165,
VNM,Vietnam,1934,4.283,,0.24,
BOL,Bolivia,1983,4.278,,0.721,
ECU,Ecuador,1970,4.278,,0.705,
PRY,Paraguay,2008,4.278,8.127,0.704,1.336
GEO,Georgia,2004,4.276,6.723,1.012,1.591
,Reunion,2008,4.276,,5.238,
VNM,Vietnam,1933,4.275,,0.241,
ALB,Albania,2008,4.272,6.073,1.423,2.022
NZL,New Zealand,1926,4.272,,3.093,
ZMB,Zambia,1969,4.271,,1.056,
NIC,Nicaragua,2005,4.27,5.665,0.785,1.042
AZE,Azerbaijan,1935,4.267,,1.692,
JAM,Jamaica,1969,4.267,,2.307,
ETH,Ethiopia,2001,4.265,5.851,0.063,0.086
NZL,New Zealand,1909,4.265,,4.209,
BIH,Bosnia and Herzegovina,1957,4.264,,1.398,
LAO,Laos,2013,4.261,7.789,0.651,1.191
SEN,Senegal,2001,4.258,5.289,0.424,0.527
ZAF,South Africa,1896,4.258,,0.838,
ALB,Albania,2009,4.254,6.197,1.431,2.084
BRN,Brunei,2002,4.254,3.077,12.267,8.873
MAR,Morocco,1965,4.254,,0.299,
ARM,Armenia,2010,4.253,5.483,1.478,1.906
KEN,Kenya,1984,4.253,,0.222,
COD,Democratic Republic of Congo,1990,4.249,,0.123,
SWE,Sweden,1888,4.247,,0.896,
HKG,Hong Kong,1963,4.246,,1.282,
NZL,New Zealand,1938,4.246,,2.654,
TUR,Turkey,1937,4.246,,0.25,
NOR,Norway,1902,4.243,,1.877,
TWN,Taiwan,1930,4.243,,0.948,
BIH,Bosnia and Herzegovina,1996,4.24,,1.126,
NLD,Netherlands,1868,4.239,,1.196,
NZL,New Zealand,1931,4.239,,2.83,
NOR,Norway,1903,4.239,,1.863,
HRV,Croatia,1956,4.236,,1.042,
MMR,Myanmar,1990,4.236,,0.102,
GAB,Gabon,2009,4.233,,2.698,
ALB,Albania,2003,4.232,5.417,1.357,1.737
AUT,Austria,1856,4.232,,1.027,
TZA,Tanzania,2004,4.232,6.779,0.113,0.181
ALB,Albania,1991,4.228,4.507,1.289,1.374
BWA,Botswana,2007,4.228,9.774,2.254,5.211
BEN,Benin,2009,4.225,6.768,0.472,0.757
NOR,Norway,1906,4.225,,1.82,
YEM,Yemen,1981,4.225,,0.513,
EGY,Egypt,1946,4.222,,0.229,
HKG,Hong Kong,1964,4.22,,1.245,
ECU,Ecuador,1971,4.219,,0.675,
SRB,Serbia,1930,4.219,,0.945,
NLD,Netherlands,1857,4.217,,1.298,
NLD,Netherlands,1866,4.217,,1.21,
NAM,Namibia,2017,4.216,9.104,1.755,3.789
SAU,Saudi Arabia,1965,4.216,,0.87,
NZL,New Zealand,1913,4.214,,3.844,
MUS,Mauritius,2015,4.21,5.195,3.343,4.125
CHE,Switzerland,1896,4.21,,1.341,
EST,Estonia,1946,4.209,,3.815,
GHA,Ghana,1991,4.209,5.272,0.277,0.347
TUN,Tunisia,1971,4.208,,0.813,
TKM,Turkmenistan,1947,4.208,,3.612,
MUS,Mauritius,2014,4.206,5.299,3.345,4.214
TWN,Taiwan,1928,4.203,,0.987,
BIH,Bosnia and Herzegovina,1958,4.202,,1.352,
MYS,Malaysia,1960,4.201,,0.515,
AFG,Afghanistan,2008,4.2,,0.152,
TJK,Tajikistan,1957,4.2,,2.209,
ALB,Albania,2005,4.199,5.722,1.36,1.854
BRA,Brazil,1910,4.199,,0.188,
CYP,Cyprus,1988,4.198,,5.7,
ZMB,Zambia,1974,4.197,,0.878,
TWN,Taiwan,1933,4.195,,0.866,
SVK,Slovakia,1877,4.194,,1.596,
TWN,Taiwan,1929,4.192,,0.961,
DEU,Germany,1826,4.188,,0.157,
GTM,Guatemala,1989,4.188,,0.463,
CYP,Cyprus,1987,4.185,,5.785,
GEO,Georgia,1955,4.179,,1.125,
PAN,Panama,1994,4.177,3.563,1.556,1.327
LTU,Lithuania,1939,4.176,,1.704,
NZL,New Zealand,1936,4.176,,2.659,
NGA,Nigeria,1962,4.175,,0.089,
TWN,Taiwan,1934,4.173,,0.839,
MAR,Morocco,1953,4.171,,0.424,
NLD,Netherlands,1853,4.17,,1.319,
BRA,Brazil,1931,4.169,,0.121,
BRA,Brazil,1932,4.169,,0.118,
MDG,Madagascar,2018,4.167,5.321,0.159,0.203
ZMB,Zambia,2012,4.166,6.912,0.288,0.478
COL,Colombia,1940,4.165,,0.439,
COL,Colombia,1942,4.165,,0.421,
CUW,Curacao,1996,4.165,,29.338,
GAB,Gabon,2008,4.163,,2.741,
NOR,Norway,1904,4.159,,1.816,
MEX,Mexico,1910,4.155,,0.283,
NOR,Norway,1900,4.155,,1.868,
DZA,Algeria,1954,4.152,,0.434,
AUS,Australia,1892,4.151,,1.299,
NZL,New Zealand,1908,4.151,,4.196,
NZL,New Zealand,1935,4.151,,2.667,
UZB,Uzbekistan,1930,4.15,,0.806,
NOR,Norway,1905,4.148,,1.799,
GAB,Gabon,2006,4.143,,2.897,
THA,Thailand,1961,4.141,,0.147,
ZWE,Zimbabwe,1942,4.14,,1.768,
LKA,Sri Lanka,1991,4.138,6.891,0.236,0.393
MMR,Myanmar,1991,4.137,,0.099,
MKD,North Macedonia,1962,4.136,,2.708,
BWA,Botswana,2006,4.133,7.562,2.251,4.119
CIV,Cote d'Ivoire,1994,4.133,5.309,0.301,0.386
IDN,Indonesia,1905,4.133,,0.102,
DZA,Algeria,1951,4.131,,0.458,
NPL,Nepal,2009,4.129,7.424,0.154,0.276
NZL,New Zealand,1919,4.129,,3.398,
POL,Poland,1852,4.129,,0.31,
GRC,Greece,1950,4.128,,0.538,
PRY,Paraguay,1997,4.128,5.861,0.826,1.173
PRT,Portugal,1936,4.128,,0.566,
LTU,Lithuania,1938,4.126,,1.686,
MDG,Madagascar,2017,4.122,5.22,0.161,0.204
GTM,Guatemala,1978,4.117,,0.594,
PRT,Portugal,1938,4.117,,0.551,
SRB,Serbia,1928,4.117,,0.962,
URY,Uruguay,1961,4.117,,1.601,
UKR,Ukraine,1887,4.116,,0.198,
MYS,Malaysia,1929,4.115,,1.01,
PAN,Panama,1992,4.112,3.501,1.596,1.359
BOL,Bolivia,1985,4.11,,0.665,
NGA,Nigeria,1961,4.11,,0.089,
,Reunion,2007,4.109,,5.08,
BRA,Brazil,1914,4.107,,0.169,
ITA,Italy,1876,4.107,,0.143,
MMR,Myanmar,1973,4.107,,0.14,
PER,Peru,1932,4.107,,0.716,
ALB,Albania,2004,4.104,5.23,1.322,1.684
EGY,Egypt,1943,4.102,,0.241,
BGR,Bulgaria,1940,4.1,,0.616,
IRQ,Iraq,1955,4.099,,0.63,
EST,Estonia,1939,4.096,,3.66,
HUN,Hungary,1886,4.096,,0.634,
PRT,Portugal,1934,4.096,,0.575,
SGP,Singapore,1956,4.096,,2.984,
ZMB,Zambia,1958,4.095,,1.416,
BWA,Botswana,2005,4.093,7.535,2.275,4.188
CHL,Chile,1933,4.092,,0.843,
IRN,Iran,1952,4.092,,0.228,
GAB,Gabon,2007,4.09,,2.777,
UGA,Uganda,2014,4.09,6.821,0.111,0.185
FRA,France,1826,4.089,,0.126,
NZL,New Zealand,1925,4.089,,3.016,
MMR,Myanmar,1988,4.087,,0.102,
HUN,Hungary,1887,4.085,,0.629,
NLD,Netherlands,1863,4.085,,1.202,
NZL,New Zealand,1907,4.085,,4.237,
ZMB,Zambia,1955,4.085,,1.544,
NRU,Nauru,2019,0.057,,5.263,
HUN,Hungary,1883,4.078,,0.642,
NAM,Namibia,2018,4.077,8.991,1.665,3.672
ZMB,Zambia,1975,4.076,,0.825,
GTM,Guatemala,1988,4.075,,0.461,
KEN,Kenya,1986,4.073,,0.198,
MDA,Moldova,1937,4.071,,1.977,
MUS,Mauritius,2013,4.067,5.339,3.24,4.252
TTO,Trinidad and Tobago,1933,4.067,,9.372,
ARM,Armenia,1964,4.065,,1.895,
CUW,Curacao,1946,4.065,,,
JAM,Jamaica,1964,4.062,,2.347,
PRY,Paraguay,2004,4.061,5.626,0.709,0.982
ZMB,Zambia,1972,4.061,,0.909,
TKM,Turkmenistan,1940,4.059,,3.714,
IDN,Indonesia,1947,4.056,,0.061,
BOL,Bolivia,1975,4.055,,0.811,
MNG,Mongolia,1975,4.055,,2.74,
GEO,Georgia,1996,4.054,8.213,0.836,1.695
SGP,Singapore,1955,4.053,,3.105,
CIV,Cote d'Ivoire,1977,4.052,,0.577,
MDA,Moldova,2002,4.052,,0.97,
TTO,Trinidad and Tobago,1966,4.052,,4.408,
NAM,Namibia,2016,4.051,9.087,1.718,3.854
PHL,Philippines,1952,4.051,,0.203,
NPL,Nepal,2019,16.967,22.144,0.593,0.774
NOR,Norway,1899,4.049,,1.837,
EST,Estonia,1938,4.047,,3.615,
LVA,Latvia,1949,4.044,,2.106,
PRY,Paraguay,2007,4.042,6.47,0.674,1.079
NLD,Netherlands,1867,4.041,,1.15,
ISR,Israel,1953,4.04,,2.648,
TTO,Trinidad and Tobago,1968,4.037,,4.337,
ZWE,Zimbabwe,1947,4.037,,1.568,
DEU,Germany,1823,4.034,,0.156,
PHL,Philippines,1953,4.033,,0.195,
MKD,North Macedonia,1961,4.031,,2.673,
PRY,Paraguay,2003,4.031,5.315,0.716,0.944
URY,Uruguay,1994,4.03,5.4,1.259,1.687
BOL,Bolivia,1984,4.029,,0.666,
BWA,Botswana,2011,4.029,5.028,1.999,2.495
SDN,Sudan,1996,4.028,,0.162,
CHL,Chile,1917,4.027,,1.036,
CHL,Chile,1924,4.027,,0.948,
IND,India,1889,4.027,,0.014,
LKA,Sri Lanka,1987,4.027,,0.242,
URY,Uruguay,1956,4.022,,1.673,
ZMB,Zambia,1976,4.019,,0.786,
CHL,Chile,1929,4.015,,0.882,
BOL,Bolivia,1987,4.012,,0.623,
NOR,Norway,1945,4.012,,1.287,
GAB,Gabon,1987,4.009,,4.588,
AUS,Australia,1891,4.008,,1.282,
URY,Uruguay,1962,4.007,,1.539,
LKA,Sri Lanka,1981,4.006,,0.262,
TUR,Turkey,1932,4.001,,0.257,
DZA,Algeria,1953,3.999,,0.427,
COD,Democratic Republic of Congo,1983,3.998,,0.141,
PRT,Portugal,1933,3.997,,0.568,
TWN,Taiwan,1924,3.994,,1.026,
PRT,Portugal,1928,3.993,,0.604,
MDA,Moldova,1945,3.992,,1.802,
SVK,Slovakia,1876,3.992,,1.524,
NZL,New Zealand,1924,3.99,,2.998,
NIC,Nicaragua,2002,3.99,4.985,0.764,0.955
SDN,Sudan,1992,3.989,,0.184,
KGZ,Kyrgyzstan,1950,3.988,,2.292,
CIV,Cote d'Ivoire,1975,3.986,,0.622,
ARG,Argentina,1905,3.983,,0.706,
NZL,New Zealand,1934,3.983,,2.583,
MDA,Moldova,1936,3.981,,1.952,
MUS,Mauritius,2020,3.979,,3.129,
COD,Democratic Republic of Congo,1988,3.978,,0.123,
URY,Uruguay,1958,3.977,,1.61,
SLV,El Salvador,1993,3.976,5.349,0.724,0.974
BWA,Botswana,2002,3.975,3.228,2.332,1.894
SVN,Slovenia,1959,3.972,,2.521,
ESP,Spain,1879,3.972,,0.236,
TUR,Turkey,1930,3.972,,0.263,
BFA,Burkina Faso,2020,3.97,,0.19,
CHL,Chile,1918,3.968,,1.009,
PRT,Portugal,1929,3.968,,0.592,
URY,Uruguay,1990,3.967,4.924,1.276,1.584
AUS,Australia,1893,3.964,,1.218,
MUS,Mauritius,2012,3.964,5.221,3.163,4.165
CIV,Cote d'Ivoire,1976,3.961,,0.59,
FRA,France,1825,3.957,,0.123,
VNM,Vietnam,1927,3.957,,0.225,
MAR,Morocco,1963,3.954,,0.293,
FIN,Finland,1934,3.953,,1.116,
EGY,Egypt,1941,3.952,,0.244,
BHR,Bahrain,1947,3.95,,34.45,
GTM,Guatemala,1981,3.949,,0.529,
FIN,Finland,1943,3.945,,1.043,
HND,Honduras,1997,3.945,5.321,0.652,0.88
ZWE,Zimbabwe,1952,3.944,,1.35,
PNG,Papua New Guinea,2003,3.942,,0.634,
SRB,Serbia,1937,3.942,,0.763,
LBN,Lebanon,1970,3.941,,1.715,
BFA,Burkina Faso,2017,3.938,5.028,0.205,0.262
TUR,Turkey,1931,3.938,,0.257,
PRY,Paraguay,1995,3.937,5.6,0.824,1.172
COD,Democratic Republic of Congo,1984,3.932,,0.135,
BEN,Benin,2007,3.931,6.339,0.465,0.75
YEM,Yemen,1965,3.928,,0.686,
BIH,Bosnia and Herzegovina,1956,3.927,,1.312,
CZE,Czechia,1868,3.923,,0.515,
NIC,Nicaragua,2001,3.922,4.797,0.762,0.932
PRT,Portugal,1931,3.92,,0.572,
BEN,Benin,2008,3.919,7.168,0.451,0.824
SRB,Serbia,1939,3.919,,0.728,
URY,Uruguay,1955,3.919,,1.652,
GTM,Guatemala,1987,3.918,,0.454,
MUS,Mauritius,2011,3.917,5.895,3.131,4.712
,Reunion,2006,3.917,,4.894,
LKA,Sri Lanka,1985,3.917,,0.242,
KEN,Kenya,1973,3.914,,0.311,
MUS,Mauritius,2010,3.913,5.077,3.136,4.068
ZMB,Zambia,1965,3.912,,1.096,
PRY,Paraguay,2006,3.909,6.132,0.661,1.037
ZAF,South Africa,1901,3.909,,0.721,
LTU,Lithuania,1937,3.908,,1.599,
SRB,Serbia,1931,3.906,,0.857,
SDN,Sudan,1995,3.903,,0.162,
CHL,Chile,1926,3.902,,0.894,
SEN,Senegal,2000,3.902,4.84,0.398,0.494
TTO,Trinidad and Tobago,1969,3.901,,4.163,
PRT,Portugal,1940,3.897,,0.509,
BWA,Botswana,2004,3.895,9.058,2.206,5.13
NOR,Norway,1901,3.895,,1.736,
CRI,Costa Rica,1993,3.891,5.726,1.154,1.698
PRT,Portugal,1946,3.89,,0.479,
UKR,Ukraine,1886,3.89,,0.189,
DZA,Algeria,1952,3.889,,0.423,
CUW,Curacao,2010,3.887,,26.054,
CMR,Cameroon,1980,3.886,,0.451,
CHL,Chile,1919,3.884,,0.976,
YEM,Yemen,1962,3.884,,0.71,
SDN,Sudan,1986,3.883,,0.219,
SDN,Sudan,1975,3.882,,0.32,
KHM,Cambodia,2008,3.881,8.058,0.28,0.58
JAM,Jamaica,1968,3.879,,2.124,
CHL,Chile,1927,3.877,,0.876,
NAM,Namibia,2020,3.877,,1.526,
NLD,Netherlands,1847,3.869,,1.276,
BGD,Bangladesh,1968,3.866,,0.064,
CIV,Cote d'Ivoire,1981,3.866,,0.46,
KEN,Kenya,1972,3.866,,0.318,
AGO,Angola,1994,3.865,,0.286,
JAM,Jamaica,1967,3.864,,2.143,
NZL,New Zealand,1906,3.862,,4.11,
KGZ,Kyrgyzstan,2001,3.861,3.989,0.778,0.804
PRT,Portugal,1913,3.858,,0.652,
PRY,Paraguay,2002,3.857,4.862,0.697,0.879
BWA,Botswana,2009,3.855,5.29,1.974,2.708
LKA,Sri Lanka,1984,3.852,,0.242,
TUN,Tunisia,1969,3.852,,0.778,
CMR,Cameroon,2004,3.851,5.116,0.223,0.296
NAM,Namibia,2015,3.851,8.709,1.664,3.762
CHL,Chile,1930,3.85,,0.833,
NCL,New Caledonia,2013,3.849,,14.565,
BWA,Botswana,2001,3.847,6.98,2.297,4.168
NLD,Netherlands,1865,3.847,,1.113,
CHE,Switzerland,1895,3.847,,1.239,
MKD,North Macedonia,1960,3.845,,2.583,
ALB,Albania,2006,3.844,5.418,1.255,1.769
CIV,Cote d'Ivoire,1992,3.844,5.811,0.3,0.454
LTU,Lithuania,1945,3.844,,1.534,
TJK,Tajikistan,1956,3.838,,2.078,
SEN,Senegal,1994,3.837,4.02,0.454,0.475
NZL,New Zealand,1923,3.836,,2.936,
EGY,Egypt,1942,3.835,,0.231,
EST,Estonia,1937,3.833,,3.423,
TWN,Taiwan,1923,3.833,,1.003,
MYS,Malaysia,1958,3.832,,0.499,
SDN,Sudan,1969,3.832,,0.385,
LKA,Sri Lanka,1990,3.831,6.235,0.221,0.36
ALB,Albania,2007,3.829,5.406,1.262,1.782
CUW,Curacao,2018,3.829,,23.526,
IRN,Iran,1953,3.829,,0.208,
SWE,Sweden,1885,3.829,,0.818,
BWA,Botswana,2003,3.825,12.242,2.206,7.059
UGA,Uganda,2011,3.824,6.253,0.114,0.187
LTU,Lithuania,1936,3.819,,1.564,
ARM,Armenia,1963,3.818,,1.838,
HND,Honduras,1996,3.817,4.681,0.65,0.797
COD,Democratic Republic of Congo,1987,3.816,,0.121,
ISL,Iceland,2008,3.811,,12.261,
LKA,Sri Lanka,1979,3.809,,0.258,
IDN,Indonesia,1945,3.807,,0.059,
MYS,Malaysia,1928,3.807,,0.955,
VEN,Venezuela,1932,3.807,,1.035,
GTM,Guatemala,1977,3.804,,0.562,
URY,Uruguay,1983,3.804,,1.279,
BGD,Bangladesh,1970,3.803,,0.059,
BRN,Brunei,1999,3.803,3.096,11.659,9.491
ITA,Italy,1877,3.803,,0.132,
SWE,Sweden,1887,3.803,,0.806,
CHL,Chile,1925,3.8,,0.882,
KWT,Kuwait,1959,3.8,,15.649,
ARG,Argentina,1904,3.796,,0.698,
UKR,Ukraine,1885,3.793,,0.186,
TTO,Trinidad and Tobago,1964,3.792,,4.201,
GHA,Ghana,1990,3.791,4.836,0.257,0.327
KAZ,Kazakhstan,1898,3.791,,0.922,
MDA,Moldova,2001,3.787,,0.904,
ZMB,Zambia,1971,3.787,,0.877,
ITA,Italy,1878,3.785,,0.13,
PAN,Panama,1993,3.785,3.383,1.439,1.287
SDN,Sudan,1994,3.785,,0.162,
DZA,Algeria,1950,3.784,,0.426,
TWN,Taiwan,1950,3.784,,0.498,
BRA,Brazil,1922,3.781,,0.132,
ESP,Spain,1877,3.781,,0.227,
PRY,Paraguay,2005,3.78,5.541,0.649,0.951
PRT,Portugal,1941,3.78,,0.489,
BWA,Botswana,2000,3.778,7.682,2.299,4.675
JOR,Jordan,1979,3.777,,1.64,
AZE,Azerbaijan,1934,3.774,,1.511,
TWN,Taiwan,1931,3.774,,0.821,
MDA,Moldova,1944,3.771,,1.718,
MAR,Morocco,1961,3.771,,0.297,
SGP,Singapore,1954,3.771,,3.042,
MEX,Mexico,1908,3.77,,0.26,
HND,Honduras,1995,3.767,4.336,0.66,0.76
MUS,Mauritius,2008,3.767,5.324,3.039,4.296
ZMB,Zambia,1970,3.766,,0.901,
BOL,Bolivia,1986,3.764,,0.596,
NLD,Netherlands,1852,3.763,,1.198,
NLD,Netherlands,2019,153.6,147.946,8.984,8.653
ESP,Spain,1878,3.756,,0.224,
COD,Democratic Republic of Congo,1981,3.755,,0.139,
UGA,Uganda,2013,3.755,6.46,0.105,0.181
CMR,Cameroon,2006,3.752,5.335,0.206,0.293
SWE,Sweden,1886,3.752,,0.798,
BGD,Bangladesh,1969,3.749,,0.06,
ALB,Albania,2002,3.748,5.056,1.199,1.617
EST,Estonia,1936,3.747,,3.346,
ZWE,Zimbabwe,1941,3.745,,1.63,
EST,Estonia,1945,3.744,,3.386,
CRI,Costa Rica,1992,3.742,5.699,1.138,1.734
ALB,Albania,1970,3.741,,1.739,
MNG,Mongolia,1974,3.741,,2.601,
COD,Democratic Republic of Congo,1979,3.74,,0.146,
TUN,Tunisia,1970,3.739,,0.738,
URY,Uruguay,1954,3.736,,1.595,
GEO,Georgia,2003,3.735,5.749,0.881,1.356
SRB,Serbia,1938,3.735,,0.708,
ZMB,Zambia,1977,3.735,,0.706,
COL,Colombia,1941,3.733,,0.386,
COL,Colombia,1943,3.733,,0.369,
GEO,Georgia,2001,3.732,5.405,0.869,1.258
RUS,Russia,1874,3.731,,0.073,
ISL,Iceland,2009,3.728,,11.794,
ARG,Argentina,1919,3.726,,0.434,
NGA,Nigeria,1958,3.722,,0.086,
NIC,Nicaragua,2000,3.721,4.625,0.734,0.912
SDN,Sudan,1985,3.72,,0.216,
PRY,Paraguay,1996,3.719,5.284,0.761,1.081
NCL,New Caledonia,2019,8.706,,30.791,
KEN,Kenya,1985,3.716,,0.187,
THA,Thailand,1960,3.709,,0.135,
ZMB,Zambia,1961,3.709,,1.172,
CHL,Chile,1916,3.708,,0.966,
MUS,Mauritius,2009,3.708,5.043,2.981,4.054
NLD,Netherlands,1858,3.708,,1.134,
COG,Congo,2016,3.702,,0.743,
HRV,Croatia,1955,3.702,,0.918,
AUT,Austria,1855,3.701,,0.905,
CMR,Cameroon,2003,3.699,5.288,0.22,0.315
NZL,New Zealand,2019,37.495,40.089,7.839,8.382
PRY,Paraguay,2001,3.696,5.363,0.681,0.988
LBN,Lebanon,1968,3.693,,1.671,
MEX,Mexico,1909,3.693,,0.253,
,Reunion,2005,3.693,,4.665,
ARM,Armenia,2004,3.691,4.32,1.23,1.44
CUW,Curacao,1991,3.69,,25.233,
KWT,Kuwait,1958,3.69,,16.649,
NIC,Nicaragua,2019,5.673,6.502,0.867,0.993
TZA,Tanzania,2003,3.687,6.292,0.102,0.173
GEO,Georgia,1954,3.686,,1.005,
GIN,Guinea,2018,3.686,3.686,0.297,0.297
MUS,Mauritius,2007,3.686,4.93,2.987,3.996
LKA,Sri Lanka,1973,3.684,,0.278,
HKG,Hong Kong,1962,3.681,,1.14,
MDG,Madagascar,2020,3.68,,0.133,
BHR,Bahrain,1972,3.679,,16.053,
KEN,Kenya,1971,3.679,,0.314,
NAM,Namibia,2014,3.678,8.997,1.618,3.957
SYR,Syria,1965,3.672,,0.683,
MYS,Malaysia,1930,3.671,,0.882,
MRT,Mauritania,2018,3.668,,0.833,
GTM,Guatemala,1986,3.665,,0.434,
SEN,Senegal,1996,3.664,4.394,0.411,0.493
ISL,Iceland,2018,3.663,,10.88,
GHA,Ghana,1992,3.662,4.788,0.234,0.306
SEN,Senegal,1989,3.662,,0.501,
MLI,Mali,2018,3.66,,0.192,
LKA,Sri Lanka,1986,3.66,,0.223,
ISR,Israel,1952,3.659,,2.548,
PAN,Panama,1975,3.659,,2.097,
CHL,Chile,1928,3.656,,0.815,
MYS,Malaysia,1950,3.655,,0.598,
PAN,Panama,1995,3.653,3.482,1.333,1.271
PRT,Portugal,1912,3.653,,0.619,
NLD,Netherlands,1848,3.649,,1.195,
COD,Democratic Republic of Congo,1969,3.648,,0.188,
BRA,Brazil,1920,3.646,,0.132,
TTO,Trinidad and Tobago,1930,3.646,,8.755,
LTU,Lithuania,1944,3.644,,1.461,
GHA,Ghana,1983,3.639,,0.302,
NCL,New Caledonia,2012,3.638,,13.957,
MAR,Morocco,1960,3.636,,0.295,
DEU,Germany,1822,3.631,,0.142,
DEU,Germany,1829,3.631,,0.131,
PRT,Portugal,1927,3.631,,0.555,
